,smiles,err_smiles,ionization energy,pred ionization energy,electron affinity,pred electron affinity,stability,pred stability,err ionization energy,err electron affinity,err stability,why_error
1265,C=C1CC(C)(C)C(=O)[CH]C(C)=C1C(C)C,C=C1CC(C)(C)C(=O)[CH]C(C)=C1C(C)C,0.7077251213721210,0.9443782,-1.5914813511991100,-0.38508224,101.77828709705200,102.3604399561880,-0.23665307582102500,-1.2063991063260700,-0.5821528591364710,Optimises to Oxygen with -1; radical spin delocalised on three carbons
1303,C=C1CCC(=O)[CH]C(CC)=C1C(C)(C)C,C=C1CCC(=O)[CH]C(CC)=C1C(C)(C)C,,0.9334014,-1.4755087846137600,-0.3365419,105.37122890298600,107.51109158992800,,-1.1389668935157300,-2.139862686941340,
1793,CC(C)(C)C([O])=C(C(C)(C)C)C(C)(C)C,CC(C)(C)C([O])=C(C(C)(C)C)C(C)(C)C,0.574609730538004,1.0235727,-1.2917268243344700,-0.21712661,96.87584054762930,100.67947149276700,-0.44896295279634700,-1.074600216439580,-3.8036309451380800,
1794,CC(C)(C)C([O])=C(C(C)(C)N)C(C)(C)N,CC(C)(C)C([O])=C(C(C)(C)N)C(C)(C)N,0.6708816546536350,1.053468,-1.1121081213715100,-0.14946261,94.97308431715250,100.20803701877600,-0.3825863343142610,-0.9626455108883420,-5.23495270162347,
1760,CC(C)(C)/C([O])=C(/C(C)(C)C)C(C)(N)N,CC(C)(C)C([O])=C(C(C)(C)C)C(C)(N)N,,0.9335695,-1.101876848487640,-0.24559222,94.46839866522060,101.62724578380600,,-0.8562846268699380,-7.158847118585210,
3460,CCNC(C)(C)/C(=C(\[O])CC)C(C)(C)N,CCNC(C)(C)C(=C([O])CC)C(C)(C)N,,1.1891599,-0.7777686268596530,0.0003411919,92.65142617922150,101.32496082782700,,-0.7781098187475090,-8.673534648605970,
2400,CC/C([O])=C(\C(C)(C)N)C(C)(C)NC,CCC([O])=C(C(C)(C)N)C(C)(C)NC,,1.1706139,-0.7960270952264640,-0.022655055,92.58758419546780,101.74108171463000,,-0.7733720402995910,-9.153497519162290,
2393,CC/C([O])=C(\C(C)(C)C)C(C)(CC)CC,CCC([O])=C(C(C)(C)C)C(C)(CC)CC,0.5665281133971100,1.0676458,-0.951482579247494,-0.19803189,98.76394726759560,102.98643839359300,-0.5011176747956390,-0.7534506918354230,-4.222491125997200,
711,C=C(C)/C([O])=C(\C(C)(C)C)C(C)(C)CC,C=C(C)C([O])=C(C(C)(C)C)C(C)(C)CC,,1.0988235,-0.79221757872399,-0.038962677,98.22395180050790,101.58515298366500,,-0.7532549016028280,-3.3612011831575500,Optimises to Oxygen with -1; radical spin delocalised on tertiary carbons
2388,CC/C([O])=C(\C(C)(C)C)C(C)(C)N(C)C,CCC([O])=C(C(C)(C)C)C(C)(C)N(C)C,,1.1212829,-0.8483807362662880,-0.09965716,93.8859856566757,100.44458830356600,,-0.7487235732423390,-6.558602646890280,
1737,CC(C)(C)/C(=C(\[O])C(C)(C)N)C(C)(C)N,CC(C)(C)C(=C([O])C(C)(C)N)C(C)(C)N,,1.0407969,-0.9814961270973120,-0.23291078,97.1803917333146,101.16596138477300,,-0.7485853449985420,-3.985569651458660,
754,C=C(C)C(C)(C)/C(=C(\[O])CC)C(C)(C)C,C=C(C)C(C)(C)C(=C([O])CC)C(C)(C)C,0.5976573053649790,1.0710515,-0.8469113513282060,-0.099117175,94.25323477929610,100.44429743289900,-0.4733941730209460,-0.7477941765836000,-6.19106265360341,
3075,CCC([O])=C(C(C)(C)CC)C(C)(C)CC,CCC([O])=C(C(C)(C)CC)C(C)(C)CC,,1.0484935,-0.917278563243098,-0.17966917,96.1073021045928,103.6234439611440,,-0.7376093916713660,-7.516141856550690,
2389,CC/C([O])=C(\C(C)(C)C)C(C)(C)NC,CCC([O])=C(C(C)(C)C)C(C)(C)NC,,1.1078771,-0.8451426472404220,-0.11864595,93.31590622935420,100.26728439331100,,-0.7264966960885740,-6.951378163956340,
1241,C=C1C([O])=C(C(C)(C)C)C(C(C)=O)=C1O,C=C1C([O])=C(C(C)(C)C)C(C(C)=O)=C1O,0.4494399026937020,1.1985661,-0.5726805850152940,0.1434053,100.5979077387650,104.8861038684850,-0.7491261764460080,-0.7160858883743250,-4.288196129719100,
2370,CC/C([O])=C(/C(C)(C)CC)C(C)(C)SC,CCC([O])=C(C(C)(C)CC)C(C)(C)SC,,1.1555408,-0.8871017504008470,-0.17919008,98.34969334235540,101.80143761634800,,-0.7079116660626590,-3.451744273992920,
1471,C=CC/C([O])=C(\C(C)(C)C)C(C)(C)CC,C=CCC([O])=C(C(C)(C)C)C(C)(C)CC,,1.1386997,-0.7507754813760300,-0.047749206,96.5760970103281,100.93032777309400,,-0.7030262749522700,-4.354230762766080,
3485,CN(C)C(C)(C)/C(=C(\[O])CN)C(C)(C)C,CN(C)C(C)(C)C(=C([O])CN)C(C)(C)C,,1.141667,-0.7959182518950820,-0.09717579,94.19015425110420,102.19388902187300,,-0.6987424600354550,-8.003734770769260,Optimises to Oxygen with -1; radical spin delocalised on carbons
940,C=C(CC)/C([O])=C(\C(C)(C)C)C(C)(C)N,C=C(CC)C([O])=C(C(C)(C)C)C(C)(C)N,,1.1271129,-0.6848164242630120,0.008198842,94.21047614012820,100.94350457191500,,-0.6930152666692840,-6.733028431786520,
2808,CC1=CCC[CH]C(C(C)(C)C)=C1C(O)=S,CC1=CCC[CH]C(C(C)(C)C)=C1C(O)=S,0.3789094257832830,0.630011,0.2763245886114470,-0.41567898,101.22363880610700,102.29125362634700,-0.25110159630762900,0.692003566577756,-1.0676148202394300,
